customer_id,age,gender,plan,monthly_bill,tenure,support_calls,data_usage,payment_method,churn
CUST05649,63,Male,Basic,40.4,69,1,37.74,Mobile Wallet,No
CUST05650,51,Female,Basic,25.9,31,1,21.59,Card,No
CUST05651,45,Female,Standard,35.67,37,3,13.83,Mobile Wallet,No
CUST05652,22,Female,Basic,18.83,23,4,,Bank Transfer,No
CUST05653,22,Female,Standard,37.52,4,5,48.95,Bank Transfer,No
CUST05654,68,Female,Standard,42.43,43,3,24.85,Card,Yes
CUST05655,38,Female,Premium,90.4,38,1,20.2,Bank Transfer,No
CUST05656,29,Female,Basic,24.93,15,5,30.32,Cash,Yes
CUST05657,67,Female,Basic,40.09,11,2,22.26,Bank Transfer,No
CUST05658,21,Male,Basic,34.86,25,2,23.07,Cash,No
CUST05659,66,Male,Premium,88.53,26,3,21.35,Mobile Wallet,Yes
CUST05660,59,Male,Standard,49.82,39,4,30.06,Cash,No
CUST05661,37,Male,Basic,28.52,56,2,23.32,Bank Transfer,No
CUST05662,55,Female,Premium,88.9,51,1,10.08,Bank Transfer,No
CUST05663,42,Female,Premium,71.8,33,3,18.13,Card,Yes
CUST05664,31,Male,Premium,96.82,20,2,65.9,Bank Transfer,Yes
CUST05665,28,Male,Basic,32.09,52,4,30.91,Card,No
CUST05666,49,Male,Standard,39.85,34,9,27.25,Bank Transfer,Yes
CUST05667,28,Female,Standard,51.91,45,3,13.51,Card,No
CUST05668,35,Female,Standard,39.83,4,2,15.62,Mobile Wallet,No
CUST05669,44,Male,Basic,37.48,13,4,22.96,Card,No
CUST05670,35,Male,Basic,40.9,59,4,8.42,Cash,Yes
CUST05671,40,Male,Premium,68.55,67,0,,Bank Transfer,Yes
CUST05672,28,Male,Basic,16.02,53,1,26.55,Bank Transfer,No
CUST05673,38,Male,Standard,53.57,17,1,39.84,Card,No
CUST05674,61,Female,Standard,51.34,71,3,26.79,Card,No
CUST05675,22,Male,Standard,47.74,45,2,27.32,Mobile Wallet,No
CUST05676,40,Female,Standard,44.29,47,1,17.46,Card,No
CUST05677,58,Male,Standard,34.34,26,3,13.96,Card,No
CUST05678,42,Male,Standard,48.38,31,2,5.56,Mobile Wallet,No
CUST05679,58,Female,Standard,58.64,31,9,29.89,Bank Transfer,No
CUST05680,27,Male,Basic,35.75,60,7,13.79,Card,No
CUST05681,39,Female,Standard,51.8,1,1,9.01,Card,Yes
CUST05682,36,Female,Standard,40.11,46,4,12.78,Card,No
CUST05683,18,Male,Standard,37.19,34,1,4.45,Card,No
CUST05684,24,Male,Standard,43.82,54,1,31.12,Mobile Wallet,No
CUST05685,21,Female,Basic,35.73,59,2,27.23,Bank Transfer,No
CUST05686,18,Female,Standard,24.77,41,3,13.31,Card,No
CUST05687,32,Male,Basic,25.94,51,2,20.84,Bank Transfer,No
CUST05688,57,Female,Premium,46.83,5,0,33.58,Bank Transfer,No
CUST05689,29,Male,Premium,74.57,10,2,31.79,Mobile Wallet,No
CUST05690,39,Female,Basic,18.56,38,1,8.0,Cash,No
CUST05691,39,Male,Basic,24.86,35,4,1.69,Mobile Wallet,No
CUST05692,67,Female,Standard,62.03,66,3,9.03,Card,No
CUST05693,64,Female,Premium,70.96,19,2,30.4,Bank Transfer,No
CUST05694,34,Male,Standard,45.38,38,4,10.15,Card,Yes
CUST05695,46,Female,Standard,42.5,53,2,20.58,Card,No
CUST05696,63,Female,Standard,42.71,50,4,9.13,Card,Yes
CUST05697,31,Female,Basic,39.74,34,4,4.85,Bank Transfer,No
CUST05698,67,Female,Standard,52.87,4,1,20.57,Cash,No
CUST05699,37,Female,Basic,22.48,61,5,27.31,Bank Transfer,No
CUST05700,67,Female,Standard,37.27,70,3,7.41,Mobile Wallet,No
CUST05701,65,Female,Basic,20.15,9,3,34.12,Card,No
CUST05702,50,Male,Standard,37.9,52,2,13.76,Cash,No
CUST05703,60,Female,Premium,84.81,31,4,24.27,Bank Transfer,No
CUST05704,32,Female,Standard,44.33,68,4,13.47,Card,No
CUST05705,29,Male,Standard,57.75,33,1,29.05,Bank Transfer,Yes
CUST05706,57,Female,Basic,29.37,59,1,6.74,Card,No
CUST05707,37,Female,Standard,53.68,35,4,17.17,,No
CUST05708,47,Male,Basic,32.4,13,3,3.83,Bank Transfer,No
CUST05709,55,Female,Standard,55.06,61,3,24.99,Card,No
CUST05710,20,Female,Basic,18.0,48,3,23.59,Bank Transfer,No
CUST05711,45,Male,Basic,31.42,38,3,23.84,Card,Yes
CUST05712,43,Male,Basic,32.75,65,2,17.02,Cash,Yes
CUST05713,47,Female,Basic,38.42,54,2,11.14,Bank Transfer,No
CUST05714,30,Female,Standard,40.59,31,3,9.39,Bank Transfer,No
CUST05715,30,Male,Standard,41.54,49,3,41.32,Mobile Wallet,No
CUST05716,19,Female,Basic,28.48,22,3,25.02,Card,No
CUST05717,54,Male,Standard,59.35,29,1,14.77,Bank Transfer,No
CUST05718,66,Male,Standard,48.79,65,5,19.74,,No
CUST05719,55,Male,Standard,57.84,48,0,12.13,Bank Transfer,No
CUST05720,19,Female,Premium,80.11,66,5,7.96,Mobile Wallet,No
CUST05721,53,Male,Basic,26.36,25,4,23.64,Cash,No
CUST05722,43,Male,Basic,38.69,21,2,48.98,Mobile Wallet,No
CUST05723,28,Male,Standard,44.4,26,4,26.45,Bank Transfer,No
CUST05724,25,Female,Premium,72.38,1,4,14.79,Bank Transfer,No
CUST05725,61,Female,Standard,58.32,32,2,13.38,Mobile Wallet,No
CUST05726,57,Female,Premium,55.67,46,2,31.49,Bank Transfer,No
CUST05727,60,Male,Standard,64.75,5,3,30.61,Bank Transfer,No
CUST05728,39,Female,Standard,40.56,40,2,9.83,Mobile Wallet,No
CUST05729,37,Female,Standard,52.86,17,0,47.65,Mobile Wallet,No
CUST05730,25,Male,Standard,49.63,53,2,25.55,Card,No
CUST05731,46,Male,Standard,56.82,29,2,15.93,Bank Transfer,No
CUST05732,57,Female,Standard,45.39,8,3,15.23,Card,No
CUST05733,43,Female,Standard,53.68,43,2,35.1,Card,No
CUST05734,47,Male,Standard,32.12,15,3,23.03,Card,Yes
CUST05735,34,Female,Basic,35.52,34,4,17.8,Bank Transfer,No
CUST05736,37,Male,Standard,67.12,35,3,53.29,Mobile Wallet,No
CUST05737,69,Male,Standard,44.81,33,3,15.95,Bank Transfer,No
CUST05738,33,Female,Premium,78.88,21,4,23.01,Card,No
CUST05739,63,Female,Standard,60.69,19,2,20.25,Card,No
CUST05740,60,Female,Basic,38.77,1,3,7.92,Cash,No
CUST05741,24,Female,Basic,,51,3,28.15,Mobile Wallet,No
CUST05742,33,Male,Standard,48.6,33,7,12.81,Card,Yes
CUST05743,62,Female,Basic,18.19,26,0,15.86,Bank Transfer,No
CUST05744,64,Female,Premium,63.05,42,2,4.97,Mobile Wallet,No
CUST05745,65,Female,Basic,37.44,54,3,28.58,Card,No
CUST05746,44,Male,Premium,48.38,45,5,5.99,Card,No
CUST05747,70,Female,Standard,56.35,27,2,21.63,Bank Transfer,No
CUST05748,40,Female,Premium,93.09,51,4,15.31,Bank Transfer,No
CUST05749,41,Male,Basic,33.23,28,9,25.02,Card,Yes
CUST05750,26,Male,Standard,60.96,8,2,31.27,Bank Transfer,Yes
CUST05751,52,Male,Basic,30.09,31,3,39.89,Mobile Wallet,No
CUST05752,68,Male,Basic,17.61,5,2,66.12,Mobile Wallet,Yes
CUST05753,37,Male,Basic,26.79,11,2,29.84,Card,Yes
CUST05754,54,Female,Standard,49.73,72,3,17.26,Cash,No
CUST05755,59,Male,Basic,22.76,26,2,22.7,Card,No
CUST05756,34,Male,Premium,55.39,60,3,42.45,Cash,No
CUST05757,64,Male,Basic,28.81,46,2,5.44,Bank Transfer,No
CUST05758,48,Male,Standard,50.28,12,4,20.06,,Yes
CUST05759,25,Male,Basic,37.39,13,2,18.79,Mobile Wallet,No
CUST05760,32,Male,Standard,47.3,8,2,22.61,Bank Transfer,No
CUST05761,48,Male,Basic,41.22,42,2,46.45,Bank Transfer,No
CUST05762,70,Male,Premium,89.78,65,7,18.1,Mobile Wallet,No
CUST05763,47,Female,Standard,41.84,9,3,18.15,Card,No
CUST05764,63,Female,Premium,67.26,4,4,37.68,Bank Transfer,Yes
CUST05765,37,Female,Basic,43.93,55,1,30.04,Card,No
CUST05766,56,Male,Standard,42.61,71,2,16.67,Card,No
CUST05767,70,Male,Standard,64.27,55,6,14.19,Bank Transfer,No
CUST05768,29,Male,Premium,71.51,57,3,17.75,Card,No
CUST05769,66,Female,Standard,41.97,57,2,21.58,Bank Transfer,No
CUST05770,34,Male,Premium,70.91,39,1,3.99,Bank Transfer,No
CUST05771,59,Male,Basic,28.25,28,5,19.9,Card,No
CUST05772,47,Male,Standard,57.26,26,1,8.94,Card,Yes
CUST05773,46,Female,Basic,15.0,70,0,29.29,Bank Transfer,No
CUST05774,36,Female,Basic,21.6,22,1,25.54,Bank Transfer,No
CUST05775,63,Male,Standard,46.84,45,4,14.06,,No
CUST05776,28,Female,Premium,95.9,15,4,16.36,Card,No
CUST05777,51,Male,Premium,91.25,65,2,18.72,Mobile Wallet,No
CUST05778,67,Male,Standard,44.07,18,2,15.22,Card,No
CUST05779,24,Female,Premium,73.9,11,3,11.14,Bank Transfer,No
CUST05780,61,Female,Standard,58.02,4,3,20.09,Card,No
CUST05781,51,Female,Standard,44.57,34,2,10.42,Bank Transfer,Yes
CUST05782,37,Female,Basic,26.61,48,3,20.93,Mobile Wallet,Yes
CUST05783,67,Male,Standard,,48,2,47.21,Card,No
CUST05784,55,Male,Basic,33.01,40,2,42.71,Card,No
CUST05785,41,Female,Basic,37.17,59,6,43.48,Mobile Wallet,No
CUST05786,27,Female,Standard,62.39,48,6,45.91,Card,No
CUST05787,49,Male,Premium,89.75,41,1,50.81,Card,Yes
CUST05788,69,Male,Standard,50.06,22,2,20.6,Mobile Wallet,No
CUST05789,32,Male,Premium,92.15,64,8,14.41,Card,Yes
CUST05790,54,Male,Premium,82.79,49,2,13.97,Mobile Wallet,Yes
CUST05791,37,Female,Basic,33.5,55,2,8.59,Mobile Wallet,No
CUST05792,20,Female,Standard,65.05,15,2,16.36,Cash,Yes
CUST05793,54,Female,Standard,52.86,4,3,19.44,Card,No
CUST05794,57,Male,Premium,77.52,8,1,39.25,Card,No
CUST05795,25,Male,Premium,71.63,60,7,,Card,No
CUST05796,57,Female,Standard,45.47,3,5,39.68,Mobile Wallet,No
CUST05797,61,Female,Standard,42.28,7,3,15.49,Mobile Wallet,No
CUST05798,40,Female,Standard,52.89,17,3,10.43,Card,No
CUST05799,57,Male,Basic,38.2,10,4,16.75,Cash,No
CUST05800,28,Female,Basic,15.0,26,4,6.16,Bank Transfer,No
CUST05801,63,Male,Standard,56.27,22,2,13.91,Card,No
CUST05802,25,Female,Premium,66.42,15,4,10.84,Card,No
CUST05803,46,Female,Premium,81.66,58,2,53.91,Card,No
CUST05804,47,Female,Basic,35.72,60,2,39.16,Bank Transfer,No
CUST05805,27,Male,Standard,44.93,39,4,21.89,Card,No
CUST05806,56,Male,Premium,91.58,3,2,19.42,Mobile Wallet,Yes
CUST05807,45,Male,Standard,30.82,60,3,19.72,Card,No
CUST05808,66,Male,Basic,36.18,53,3,15.78,Cash,No
CUST05809,53,Male,Standard,51.56,24,2,31.75,Card,No
CUST05810,30,Male,Standard,53.54,55,0,16.03,Bank Transfer,No
CUST05811,49,Female,Standard,58.45,2,4,14.77,Card,No
CUST05812,53,Male,Standard,48.1,68,2,16.59,Card,No
CUST05813,54,Female,Premium,63.66,23,3,16.88,Mobile Wallet,Yes
CUST05814,43,Male,Basic,40.94,59,1,27.52,Mobile Wallet,No
CUST05815,39,Female,Standard,31.87,57,4,48.21,Card,No
CUST05816,21,Female,Standard,31.89,72,3,26.8,Card,No
CUST05817,48,Male,Basic,40.5,42,4,14.46,Bank Transfer,No
CUST05818,35,Female,Premium,77.98,12,4,70.68,Mobile Wallet,Yes
CUST05819,55,Male,Basic,28.52,1,1,30.52,Mobile Wallet,No
CUST05820,41,Male,Standard,46.64,54,2,10.44,Mobile Wallet,No
CUST05821,40,Male,Premium,77.42,43,2,31.17,Mobile Wallet,Yes
CUST05822,39,Male,Basic,20.79,62,2,49.67,Mobile Wallet,No
CUST05823,19,Female,Premium,74.14,15,3,26.31,Card,No
CUST05824,48,Male,Standard,58.4,7,2,36.39,Bank Transfer,No
CUST05825,28,Female,Basic,23.7,28,5,44.4,Cash,No
CUST05826,45,Female,Premium,71.53,6,3,24.43,Card,No
CUST05827,63,Female,Basic,38.96,20,4,40.86,Card,No
CUST05828,49,Male,Standard,32.59,42,3,46.69,Mobile Wallet,No
CUST05829,22,Female,Basic,15.0,38,4,23.69,Cash,No
CUST05830,55,Male,Basic,28.84,62,4,7.29,Card,No
CUST05831,27,Female,Premium,77.35,3,2,29.35,Card,No
CUST05832,57,Male,Standard,44.46,28,2,7.13,Mobile Wallet,No
CUST05833,63,Male,Basic,28.41,12,3,28.6,Bank Transfer,Yes
CUST05834,41,Male,Standard,48.7,44,3,20.68,Bank Transfer,No
CUST05835,52,Male,Standard,39.24,15,3,43.84,Mobile Wallet,No
CUST05836,61,Female,Premium,71.87,55,2,18.25,Cash,No
CUST05837,65,Female,Standard,45.01,48,1,14.2,Bank Transfer,No
CUST05838,40,Male,Premium,83.41,6,1,15.61,Card,Yes
CUST05839,34,Female,Standard,44.97,64,2,6.77,Bank Transfer,No
CUST05840,18,Male,Standard,49.75,35,2,11.2,Bank Transfer,No
CUST05841,48,Male,Premium,72.0,11,2,34.86,Card,No
CUST05842,48,Female,Basic,28.94,23,1,26.59,Bank Transfer,No
CUST05843,59,Male,Basic,30.69,57,5,84.3,Cash,No
CUST05844,59,Male,Basic,34.31,70,2,20.81,Cash,No
CUST05845,70,Male,Basic,38.01,37,2,17.89,Bank Transfer,No
CUST05846,51,Male,Basic,29.5,63,5,22.53,Bank Transfer,No
CUST05847,26,Male,Standard,65.02,29,2,19.67,Bank Transfer,No
CUST05848,39,Female,Standard,50.61,42,4,28.15,Card,No
CUST05849,30,Female,Standard,41.05,28,1,66.87,Mobile Wallet,No
CUST05850,42,Female,Standard,58.44,16,3,17.29,Cash,No
CUST05851,65,Male,Basic,30.99,67,4,17.83,Cash,No
CUST05852,35,Male,Standard,40.84,18,2,27.87,Bank Transfer,No
CUST05853,68,Male,Standard,66.25,48,0,17.11,Card,No
CUST05854,29,Male,Basic,40.11,17,8,6.84,Card,No
CUST05855,57,Male,Premium,64.01,25,3,24.73,Bank Transfer,No
CUST05856,34,Male,Standard,53.61,48,4,19.73,Mobile Wallet,No
CUST05857,32,Female,Premium,60.88,50,1,21.63,Card,Yes
CUST05858,59,Male,Basic,33.49,19,6,18.77,Bank Transfer,No
CUST05859,32,Female,Standard,56.5,41,7,28.95,Card,Yes
CUST05860,32,Male,Standard,46.7,5,4,9.94,Mobile Wallet,Yes
CUST05861,56,Female,Premium,65.4,6,4,9.75,Card,Yes
CUST05862,30,Male,Standard,30.07,3,2,41.15,Bank Transfer,No
CUST05863,34,Female,Premium,57.65,45,6,53.31,Card,No
CUST05864,49,Female,Standard,53.55,61,7,27.15,Card,Yes
CUST05865,26,Male,Standard,49.2,48,4,15.92,Bank Transfer,No
CUST05866,57,Male,Premium,77.87,24,4,6.12,Card,Yes
CUST05867,37,Female,Standard,51.75,48,3,9.33,Card,No
CUST05868,43,Male,Standard,37.85,26,4,22.37,Cash,No
CUST05869,44,Male,Basic,21.1,49,5,11.44,Mobile Wallet,No
CUST05870,38,Male,Premium,63.75,55,5,9.43,Cash,No
CUST05871,35,Female,Standard,53.84,4,4,41.07,Mobile Wallet,No
CUST05872,30,Male,Standard,42.83,49,3,37.62,Card,No
CUST05873,33,Female,Basic,28.41,44,6,16.21,Bank Transfer,No
CUST05874,26,Female,Standard,52.3,29,2,33.15,Card,No
CUST05875,29,Male,Standard,54.86,26,2,26.41,Bank Transfer,Yes
CUST05876,61,Female,Standard,39.09,61,3,36.74,,No
CUST05877,55,Male,Standard,46.07,40,0,38.99,Card,No
CUST05878,36,Male,Basic,30.36,19,4,3.9,Mobile Wallet,No
CUST05879,24,Female,Basic,32.82,14,0,6.17,Card,No
CUST05880,52,Female,Standard,49.67,35,5,53.4,Bank Transfer,Yes
CUST05881,65,Female,Basic,35.18,19,5,17.69,Mobile Wallet,No
CUST05882,35,Female,Standard,71.84,3,6,7.74,Card,No
CUST05883,33,Female,Standard,37.73,50,3,25.35,Cash,No
CUST05884,56,Male,Premium,80.94,12,4,14.89,Bank Transfer,No
CUST05885,21,Female,Basic,39.04,54,1,30.54,Card,No
CUST05886,42,Male,Basic,34.79,65,1,29.84,Bank Transfer,No
CUST05887,49,Male,Standard,39.69,10,5,12.08,Mobile Wallet,Yes
CUST05888,57,Female,Standard,45.08,27,2,42.13,Cash,No
CUST05889,30,Female,Basic,23.65,68,3,25.65,Mobile Wallet,No
CUST05890,62,Female,Premium,70.54,21,4,33.06,Card,Yes
CUST05891,34,Female,Standard,64.65,20,4,5.39,Mobile Wallet,No
CUST05892,66,Female,Basic,41.61,17,0,30.13,Bank Transfer,No
CUST05893,54,Male,Basic,45.51,46,3,14.83,Bank Transfer,No
CUST05894,23,Male,Premium,68.88,34,0,39.14,Mobile Wallet,No
CUST05895,36,Male,Basic,19.96,10,3,27.54,Cash,Yes
CUST05896,30,Female,Basic,39.54,20,4,27.73,Cash,No
CUST05897,43,Female,Basic,24.51,64,5,53.06,Bank Transfer,No
CUST05898,31,Male,Standard,54.22,62,1,20.9,Bank Transfer,No
CUST05899,48,Female,Premium,84.02,39,3,18.71,Mobile Wallet,No
CUST05900,21,Female,Basic,27.75,62,2,18.37,Card,No
CUST05901,56,Female,Basic,36.61,12,3,13.52,Bank Transfer,No
CUST05902,25,Male,Basic,29.74,24,5,11.9,Card,No
CUST05903,42,Female,Standard,50.48,53,3,3.84,Card,No
CUST05904,30,Male,Basic,33.7,33,2,15.29,Mobile Wallet,No
CUST05905,49,Female,Premium,83.41,69,3,12.14,Bank Transfer,No
CUST05906,55,Female,Basic,37.02,46,1,42.75,Card,No
CUST05907,55,Male,Basic,46.49,7,3,34.91,Mobile Wallet,No
CUST05908,45,Female,Basic,32.55,43,4,37.58,Card,No
CUST05909,70,Female,Premium,67.19,7,1,28.11,Bank Transfer,No
CUST05910,47,Female,Standard,48.38,61,3,12.8,Cash,No
CUST05911,20,Male,Premium,90.22,32,2,15.07,Bank Transfer,Yes
CUST05912,45,Female,Basic,26.31,59,3,8.58,Bank Transfer,No
CUST05913,20,Female,Basic,37.68,30,1,18.47,Card,No
CUST05914,62,Female,Standard,67.86,4,2,23.87,Bank Transfer,No
CUST05915,51,Female,Standard,65.51,34,1,39.15,Mobile Wallet,No
CUST05916,33,Female,Standard,41.76,9,3,9.91,Card,No
CUST05917,39,Male,Basic,18.62,60,2,,Card,No
CUST05918,49,Male,Basic,34.53,24,2,24.67,Bank Transfer,No
CUST05919,55,Female,Basic,26.14,55,4,31.41,Cash,No
CUST05920,25,Female,Standard,60.08,29,1,17.57,Mobile Wallet,No
CUST05921,25,Male,Standard,48.66,54,4,23.93,Cash,No
CUST05922,23,Female,Premium,77.2,51,4,18.73,Bank Transfer,Yes
CUST05923,31,Female,Basic,26.34,22,1,39.74,Card,No
CUST05924,49,Female,Premium,57.91,20,1,25.36,Card,Yes
CUST05925,52,Female,Standard,52.94,37,1,32.69,Card,Yes
CUST05926,27,Female,Basic,32.43,51,6,14.04,Bank Transfer,No
CUST05927,20,Female,Premium,95.24,50,3,28.57,Bank Transfer,No
CUST05928,29,Female,Standard,61.7,66,3,37.74,Card,No
CUST05929,66,Female,Standard,61.69,62,3,39.27,Card,No
CUST05930,48,Male,Standard,57.36,44,1,16.52,Bank Transfer,No
CUST05931,46,Male,Standard,55.17,23,2,18.03,Mobile Wallet,No
CUST05932,22,Female,Standard,44.73,11,3,16.92,Card,No
CUST05933,69,Female,Premium,78.59,54,1,7.34,Card,No
CUST05934,42,Female,Standard,53.6,55,3,20.6,Card,No
CUST05935,58,Female,Standard,49.47,61,2,10.61,Bank Transfer,No
CUST05936,48,Male,Standard,34.09,52,3,16.62,Bank Transfer,No
CUST05937,38,Male,Basic,26.72,22,5,24.58,Bank Transfer,No
CUST05938,37,Male,Basic,33.27,3,4,16.14,Mobile Wallet,No
CUST05939,56,Male,Basic,35.95,65,3,20.01,Card,No
CUST05940,39,Female,Standard,55.74,58,4,19.07,Mobile Wallet,No
CUST05941,21,Female,Premium,76.49,43,1,8.14,Bank Transfer,No
CUST05942,30,Female,Standard,61.94,61,6,34.45,Card,No
CUST05943,62,Male,Basic,38.47,53,5,2.62,,No
CUST05944,59,Female,Standard,46.16,33,1,20.25,Cash,No
CUST05945,67,Female,Premium,70.87,25,2,7.92,Card,No
CUST05946,66,Male,Basic,34.0,50,3,17.23,Mobile Wallet,No
CUST05947,37,Male,Premium,80.98,47,4,39.91,Card,No
CUST05948,69,Male,Standard,62.49,58,2,41.81,Card,No
CUST05949,30,Male,Basic,38.38,66,2,7.0,Mobile Wallet,No
CUST05950,34,Male,Basic,22.95,13,0,21.98,Cash,Yes
CUST05951,53,Female,Standard,63.24,42,2,21.41,Card,No
CUST05952,50,Female,Standard,43.67,15,2,37.3,Bank Transfer,Yes
CUST05953,18,Male,Premium,71.29,6,2,5.1,Card,No
CUST05954,32,Female,Standard,50.45,42,3,23.94,Bank Transfer,No
CUST05955,30,Female,Standard,53.9,35,2,15.16,Mobile Wallet,No
CUST05956,34,Female,Basic,40.09,6,5,21.79,Card,Yes
CUST05957,41,Female,Standard,47.43,18,4,19.97,Card,No
CUST05958,25,Male,Basic,24.86,43,3,22.18,Card,No
CUST05959,67,Female,Standard,51.67,20,3,18.95,Mobile Wallet,No
CUST05960,44,Female,Basic,31.16,53,3,63.97,Card,No
CUST05961,62,Female,Basic,15.58,48,5,11.81,Card,No
CUST05962,40,Male,Basic,41.5,27,3,15.63,Mobile Wallet,No
CUST05963,63,Female,Basic,27.77,1,3,5.26,Bank Transfer,Yes
CUST05964,25,Male,Standard,39.86,14,1,11.08,Mobile Wallet,No
CUST05965,25,Male,Basic,34.83,32,2,44.62,Bank Transfer,No
CUST05966,43,Male,Premium,87.81,67,2,12.19,Cash,No
CUST05967,64,Male,Standard,72.75,10,4,28.08,Cash,Yes
CUST05968,30,Female,Standard,41.26,26,4,15.1,Cash,No
CUST05969,56,Male,Standard,27.25,65,0,50.01,Card,No
CUST05970,54,Male,Standard,46.15,50,3,14.07,Card,No
CUST05971,66,Male,Basic,38.57,49,2,35.72,Cash,No
CUST05972,45,Male,Premium,68.17,32,1,15.04,Mobile Wallet,No
CUST05973,42,Male,Standard,51.8,65,3,18.63,Card,No
CUST05974,33,Female,Basic,31.62,26,3,31.98,Mobile Wallet,No
CUST05975,19,Male,Standard,50.62,69,6,17.04,Bank Transfer,No
CUST05976,35,Female,Standard,40.09,26,2,9.85,Card,No
CUST05977,34,Female,Basic,36.63,65,6,29.05,Mobile Wallet,No
CUST05978,47,Male,Premium,73.13,12,2,33.39,Mobile Wallet,Yes
CUST05979,56,Female,Basic,35.18,36,1,25.79,Mobile Wallet,No
CUST05980,30,Female,Standard,42.05,24,2,4.81,Bank Transfer,No
CUST05981,49,Female,Premium,,42,2,31.22,Mobile Wallet,No
CUST05982,67,Male,Basic,35.78,55,3,27.79,Card,No
CUST05983,46,Male,Basic,28.66,55,4,17.83,Card,No
CUST05984,63,Male,Basic,38.12,8,5,8.22,Card,Yes
CUST05985,47,Male,Basic,30.72,61,8,29.4,Bank Transfer,No
CUST05986,35,Male,Basic,37.54,27,3,16.94,Mobile Wallet,No
CUST05987,30,Male,Premium,74.97,63,3,10.57,Cash,No
CUST05988,60,Male,Premium,75.33,32,5,23.35,Cash,Yes
CUST05989,38,Female,Standard,56.51,60,4,22.77,Card,No
CUST05990,47,Female,Standard,55.01,35,2,17.96,Mobile Wallet,No
CUST05991,38,Male,Premium,64.37,16,3,19.44,Card,No
CUST05992,65,Female,Standard,47.81,36,2,12.01,Card,No
CUST05993,34,Male,Basic,18.26,56,1,15.15,Bank Transfer,No
CUST05994,57,Male,Standard,64.22,30,4,6.47,Bank Transfer,No
CUST05995,36,Male,Basic,27.74,32,3,13.62,Cash,No
CUST05996,69,Female,Premium,71.33,21,3,11.51,Mobile Wallet,No
CUST05997,32,Male,Standard,50.72,56,3,49.26,Mobile Wallet,No
CUST05998,26,Male,Standard,34.07,40,1,17.56,Mobile Wallet,No
CUST05999,69,Male,Standard,58.09,54,3,27.59,Bank Transfer,No
CUST06000,27,Male,Standard,65.16,30,1,29.0,Bank Transfer,No
CUST06001,61,Female,Basic,31.3,20,6,19.56,Bank Transfer,Yes
CUST06002,48,Male,Standard,44.96,1,2,19.59,Mobile Wallet,No
CUST06003,70,Female,Premium,95.77,18,2,99.76,Mobile Wallet,No
CUST06004,40,Female,Basic,30.65,57,4,14.4,Bank Transfer,No
CUST06005,69,Male,Premium,65.49,59,5,8.75,Cash,No
CUST06006,47,Male,Standard,64.3,13,1,16.11,Card,No
CUST06007,50,Female,Basic,23.11,32,6,19.95,Card,No
CUST06008,69,Female,Standard,51.59,70,3,14.32,Card,No
CUST06009,26,Female,Premium,80.97,33,2,3.14,Bank Transfer,No
CUST06010,64,Female,Standard,39.01,65,5,37.51,Bank Transfer,No
CUST06011,18,Male,Standard,44.66,3,4,10.67,Mobile Wallet,No
CUST06012,61,Female,Standard,44.12,5,4,15.01,Bank Transfer,No
CUST06013,52,Female,Standard,47.67,12,3,26.16,Card,No
CUST06014,28,Female,Basic,36.14,33,2,11.19,Card,No
CUST06015,51,Female,Basic,27.6,27,4,41.17,Card,No
CUST06016,33,Male,Basic,34.89,13,4,18.21,Card,Yes
CUST06017,26,Male,Basic,18.44,36,2,19.48,Card,No
CUST06018,49,Male,Basic,33.27,58,7,29.75,Mobile Wallet,No
CUST06019,32,Female,Standard,43.45,64,0,8.57,Mobile Wallet,No
CUST06020,29,Female,Standard,50.21,50,1,52.13,Bank Transfer,No
CUST06021,50,Male,Basic,40.03,51,1,15.01,Card,No
CUST06022,62,Male,Basic,34.86,4,1,29.63,Card,No
CUST06023,31,Female,Basic,36.12,44,7,16.36,Bank Transfer,No
CUST06024,25,Male,Standard,44.82,18,0,8.07,,No
CUST06025,25,Female,Basic,25.55,18,3,21.47,Card,No
CUST06026,44,Female,Standard,51.4,6,5,22.08,Card,No
CUST06027,29,Female,Standard,44.66,59,4,40.69,Bank Transfer,No
CUST06028,18,Female,Standard,56.3,63,2,8.88,Cash,No
CUST06029,60,Female,Standard,39.5,43,2,47.45,Bank Transfer,No
CUST06030,57,Female,Basic,26.82,69,3,24.93,Cash,No
CUST06031,59,Male,Basic,22.62,69,4,42.8,Card,No
CUST06032,68,Male,Basic,43.42,9,1,5.48,Card,No
CUST06033,28,Male,Basic,35.89,23,2,18.23,Card,No
CUST06034,56,Female,Basic,,11,0,40.09,Mobile Wallet,No
CUST06035,60,Male,Standard,50.68,61,5,3.71,Mobile Wallet,No
CUST06036,48,Female,Basic,21.89,17,2,17.41,Card,No
CUST06037,34,Female,Premium,78.19,50,0,25.55,Mobile Wallet,No
CUST06038,50,Female,Basic,25.11,53,1,31.02,Mobile Wallet,No
CUST06039,49,Female,Standard,36.06,14,3,42.35,Mobile Wallet,No
CUST06040,46,Male,Standard,52.35,39,1,24.37,Bank Transfer,No
CUST06041,38,Male,Basic,36.09,55,2,18.34,Mobile Wallet,No
CUST06042,38,Male,Basic,27.49,9,3,28.79,Mobile Wallet,No
CUST06043,57,Female,Standard,53.91,63,3,14.02,Cash,No
CUST06044,40,Male,Premium,73.2,27,4,8.46,Card,No
CUST06045,23,Male,Standard,48.85,35,5,20.82,Cash,No
